,x,y,z
3998,-30,67,2
3999,-23,50,9
4000,-19,49,8
4001,-17,46,6
4002,-16,46,4
4003,-15,48,4
4004,-15,49,7
4005,-19,53,16
4006,-24,60,28
4007,0,62,28
4008,-6,55,20
4009,-35,54,23
4010,-33,79,10
4011,-29,89,5
4012,-21,88,0
4013,-20,61,4
4014,-21,41,7
4015,-18,46,4
4016,-14,56,1
4017,-16,65,-2
4018,-19,80,-6
4019,-18,74,-4
4020,-16,59,1
4021,-16,55,3
4022,-17,52,4
4023,-18,52,3
4024,-18,51,1
4025,-17,51,2
4026,-14,54,5
4027,-13,57,1
4028,-14,60,-1
4029,-17,65,1
4030,-18,67,1
4031,-18,80,-2
4032,-20,87,-4
4033,-22,86,-3
4034,-22,72,4
4035,-19,53,10
4036,-19,46,13
4037,-17,48,16
4038,-16,59,19
4039,-18,86,22
4040,-13,87,23
4041,7,62,17
4042,8,57,13
4043,-3,50,8
4044,-8,48,8
4045,-16,47,5
4046,-20,47,4
4047,-20,48,5
4048,-20,53,7
4049,-22,54,8
4050,-30,54,9
4051,-27,54,8
4052,-29,57,8
4053,-26,57,7
4054,-37,71,14
4055,-40,75,12
4056,-52,79,8
4057,-49,54,9
4058,-32,59,4
4059,-24,65,2
4060,-14,63,2
4061,-18,71,0
4062,-17,84,-4
4063,-19,65,-2
4064,-18,58,-1
4065,-17,52,1
4066,-16,52,1
4067,-14,50,0
4068,-15,51,0
4069,-15,53,1
4070,-15,53,2
4071,-13,54,1
4072,-13,57,0
4073,-14,58,1
4074,-15,61,1
4075,-18,77,-1
4076,-19,85,-2
4077,-22,91,-6
4078,-22,88,-3
4079,-21,64,12
4080,-20,55,21
4081,-16,46,30
4082,-34,66,31
4083,-14,76,15
4084,-14,71,8
4085,-17,61,7
4086,-16,55,8
4087,-16,54,7
4088,-15,52,7
4089,-14,52,7
4090,-13,50,9
4091,-14,49,12
4092,-14,50,15
4093,-14,50,14
4094,-15,47,10
4095,-16,48,10
4096,-19,54,8
4097,-20,56,9
4098,-25,66,15
4099,-28,70,12
4100,-34,69,13
4101,-36,90,4
4102,-41,79,7
4103,-32,50,10
4104,-24,53,8
4105,-12,71,2
4106,-13,76,0
4107,-17,80,-2
4108,-18,81,-1
4109,-19,68,2
4110,-17,63,2
4111,-13,55,0
4112,-13,51,1
4113,-14,47,5
4114,-13,47,5
4115,-11,48,4
4116,-11,50,3
4117,-11,52,4
4118,-11,55,3
4119,-11,59,3
4120,-14,66,4
4121,-16,68,6
4122,-18,76,7
4123,-19,84,4
4124,-20,92,2
4125,-19,85,4
4126,-17,70,6
4127,-16,60,8
4128,-17,53,10
4129,-19,57,12
4130,-19,66,13
4131,-17,68,11
4132,-16,55,10
4133,-15,51,11
4134,-13,54,14
4135,-12,55,13
4136,-12,55,12
4137,-11,50,14
4138,-11,49,16
4139,-13,52,17
4140,-14,51,15
4141,-17,49,10
4142,-20,54,10
4143,-25,64,11
4144,-26,69,12
4145,-23,87,8
4146,-24,92,8
4147,-30,57,11
4148,-28,51,12
4149,-24,60,8
4150,-24,57,11
4151,-13,65,4
4152,-18,72,4
4153,-3,77,1
4154,-10,76,3
4155,-10,61,3
4156,-15,54,5
4157,-16,52,5
4158,-17,52,3
4159,-16,53,3
4160,-11,52,4
4161,-10,52,3
4162,-11,55,3
4163,-13,57,3
4164,-14,61,4
4165,-15,66,4
4166,-15,68,4
4167,-15,71,3
4168,-15,86,0
4169,-16,93,0
4170,-18,82,5
4171,-18,68,6
4172,-17,53,8
4173,-22,47,11
4174,-22,50,12
4175,-18,62,12
4176,-15,68,11
4177,-13,63,16
4178,-13,58,19
4179,-9,61,18
4180,-7,62,17
4181,-6,56,15
4182,-6,54,16
4183,-7,52,14
4184,-8,49,12
4185,-13,44,9
4186,-16,43,8
4187,-25,46,9
4188,-29,49,9
4189,-30,57,7
4190,-31,61,7
4191,-34,77,5
4192,-42,105,-3
4193,-42,86,1
4194,-38,53,12
4195,-31,56,5
4196,-42,47,7
4197,-40,47,4
4198,-28,70,-6
4199,-21,87,-9
4200,-20,88,0
4201,-17,76,1
4202,-17,68,1
4203,-17,60,2
4204,-16,53,2
4205,-15,52,0
4206,-15,52,-2
4207,-14,51,-1
4208,-11,51,3
4209,-10,51,1
4210,-10,49,0
4211,-11,53,3
4212,-12,58,3
4213,-13,68,0
4214,-15,77,1
4215,-20,102,6
4216,-25,107,9
4217,-33,84,18
4218,-32,69,16
4219,-20,50,10
4220,-9,46,9
4221,-28,59,12
4222,-18,61,8
4223,-26,72,5
4224,-27,68,6
4225,-27,54,9
4226,-24,51,9
4227,-16,50,7
4228,-12,52,4
4229,-12,53,4
4230,-12,52,7
4231,-14,54,12
4232,-16,55,21
4233,-16,52,23
4234,-13,53,15
4235,-9,57,10
4236,-24,79,10
4237,-34,93,10
4238,-32,92,8
4239,-30,74,8
4240,-18,46,7
4241,-18,40,7
4242,-20,49,4
4243,-21,57,1
4244,-19,73,-6
4245,-16,70,-6
4246,-16,60,-3
4247,-18,53,3
4248,-19,54,4
4249,-21,55,3
4250,-21,56,2
4251,-17,53,0
4252,-16,52,0
4253,-15,57,0
4254,-15,62,0
4255,-16,68,-2
4256,-16,72,-3
4257,-16,80,-4
4258,-16,81,-5
4259,-16,75,-3
4260,-15,66,1
4261,-17,48,6
4262,-16,41,11
4263,-23,48,14
4264,-19,72,41
4265,-14,87,48
4266,-1,74,26
4267,1,65,21
4268,-8,58,11
4269,-9,54,8
4270,-16,46,6
4271,-19,47,7
4272,-21,50,3
4273,-20,48,2
4274,-20,48,2
4275,-21,49,2
4276,-22,51,4
4277,-22,57,5
4278,-26,63,3
4279,-31,66,5
4280,-40,83,10
4281,-43,89,12
4282,-35,75,10
4283,-25,56,9
4284,-25,56,10
4285,-22,56,5
4286,-14,62,0
4287,-15,75,-2
4288,-15,76,-4
4289,-18,64,1
4290,-17,60,0
4291,-16,52,0
4292,-16,51,1
4293,-15,49,0
4294,-15,49,0
4295,-14,51,0
4296,-14,52,0
4297,-15,53,1
4298,-15,56,1
4299,-16,65,-3
4300,-16,71,-5
4301,-20,90,-6
4302,-20,91,-4
4303,-18,79,2
4304,-20,57,14
4305,-22,46,27
4306,-20,40,33
4307,-18,53,33
4308,-26,77,23
4309,-14,78,16
4310,-7,72,8
4311,-8,62,6
4312,-12,50,4
4313,-15,51,4
4314,-17,52,4
4315,-16,51,4
4316,-12,48,5
4317,-11,46,9
4318,-13,46,14
4319,-17,49,16
4320,-19,52,13
4321,-21,59,10
4322,-20,62,6
4323,-42,79,17
4324,-37,93,12
4325,-43,91,-2
4326,-22,69,-7
4327,-33,45,9
4328,-21,51,4
4329,-17,54,-2
4330,-21,56,-2
4331,-22,73,-5
4332,-22,75,-5
4333,-17,61,0
4334,-14,56,0
4335,-17,52,0
4336,-19,52,0
4337,-19,54,-1
4338,-16,57,-1
4339,-15,58,-2
4340,-14,59,1
4341,-15,61,0
4342,-16,59,0
4343,-17,59,0
4344,-15,69,0
4345,-15,73,-1
4346,-15,85,0
4347,-16,88,3
4348,-19,64,21
4349,-21,55,34
4350,-17,54,30
4351,-15,52,23
4352,-1,58,7
4353,-2,67,8
4354,-8,76,9
4355,-13,62,14
4356,-15,59,14
4357,-17,51,11
4358,-17,48,9
4359,-16,49,6
4360,-16,49,6
4361,-14,49,6
4362,-15,49,7
4363,-17,50,9
4364,-19,50,10
4365,-24,53,11
4366,-24,58,11
4367,-23,69,7
4368,-22,81,12
4369,-35,105,13
4370,-37,73,20
4371,-38,55,20
4372,-22,55,13
4373,-12,52,7
4374,-15,67,6
4375,-17,72,5
4376,-18,76,-1
4377,-17,74,0
4378,-15,65,1
4379,-16,60,1
4380,-15,54,2
4381,-13,53,2
4382,-12,52,2
4383,-13,51,3
4384,-12,49,5
4385,-12,50,4
4386,-13,53,4
4387,-13,55,4
4388,-13,63,3
4389,-14,68,2
4390,-17,79,1
4391,-19,82,1
4392,-21,83,2
4393,-22,88,-1
4394,-22,77,1
4395,-22,55,4
4396,-21,50,6
4397,-19,56,3
4398,-19,61,1
4399,-19,67,0
4400,-18,67,1
4401,-18,57,6
4402,-18,54,8
4403,-16,51,13
4404,-16,50,16
4405,-14,53,18
4406,-11,54,18
4407,-5,53,15
4408,-7,54,13
4409,-12,53,11
4410,-25,58,5
4411,-34,68,4
4412,-45,74,9
4413,-45,68,9
4414,-37,73,3
4415,-29,71,4
4416,-29,48,4
4417,-31,48,3
4418,-36,59,-1
4419,-32,68,-5
4420,-19,83,-11
4421,-16,82,-10
4422,-17,70,-2
4423,-17,69,-1
4424,-19,61,1
4425,-19,56,2
4426,-17,50,2
4427,-16,49,0
4428,-15,50,-1
4429,-15,58,3
4430,-15,64,4
4431,-14,63,2
4432,-13,65,0
4433,-12,81,1
4434,-12,86,1
4435,-11,82,6
4436,-10,80,9
4437,-10,62,16
4438,-11,52,15
4439,-13,47,18
4440,-16,52,20
4441,-17,68,22
4442,-16,75,21
4443,-11,65,16
4444,-10,59,13
4445,-9,60,11
4446,-10,55,6
4447,-12,54,4
4448,-16,53,3
4449,-18,53,3
4450,-21,52,3
4451,-22,51,4
4452,-25,46,11
4453,-25,46,8
4454,-29,55,8
4455,-34,59,11
4456,-44,71,17
4457,-40,76,17
4458,-33,92,15
4459,-29,90,11
4460,-24,55,11
4461,-24,54,10
4462,-15,62,3
4463,-13,61,0
4464,-19,67,-1
4465,-18,77,-2
4466,-18,75,-2
4467,-16,67,-3
4468,-15,65,-2
4469,-16,53,3
4470,-15,49,3
4471,-13,44,3
4472,-12,43,2
4473,-12,46,2
4474,-12,50,2
4475,-14,61,-1
4476,-15,67,-2
4477,-18,76,-2
4478,-19,82,-3
4479,-20,87,-2
4480,-20,86,0
4481,-17,72,11
4482,-28,53,30
4483,-17,44,36
4484,-6,64,44
4485,-27,80,41
4486,-7,71,20
4487,-15,65,15
4488,-15,62,10
4489,-13,58,8
4490,-14,55,4
4491,-16,51,5
4492,-17,45,5
4493,-17,44,6
4494,-15,47,6
4495,-15,50,7
4496,-17,50,11
4497,-16,50,13
4498,-18,54,14
4499,-20,58,15
4500,-24,74,13
4501,-27,102,13
4502,-29,102,9
4503,-26,54,19
4504,-24,42,15
4505,-29,54,10
4506,-25,61,5
4507,-18,69,-2
4508,-17,74,-4
4509,-14,69,0
4510,-14,64,1
4511,-16,58,1
4512,-16,56,1
4513,-16,51,2
4514,-15,50,1
4515,-12,51,1
4516,-12,52,1
4517,-14,56,1
4518,-16,60,0
4519,-13,65,0
4520,-13,76,-2
4521,-12,84,-1
4522,-13,84,2
4523,-13,80,3
4524,-14,68,11
4525,-15,59,18
4526,-17,49,27
4527,-20,51,38
4528,-10,76,31
4529,-1,78,20
4530,7,62,10
4531,0,56,11
4532,-14,57,10
4533,-18,58,8
4534,-20,56,5
4535,-20,53,5
4536,-16,47,6
4537,-15,45,5
4538,-15,50,6
4539,-16,44,8
4540,-17,47,9
4541,-22,59,14
4542,-24,64,16
4543,-25,75,13
4544,-31,84,19
4545,-27,93,14
4546,-26,77,15
4547,-32,44,13
4548,-33,48,14
4549,-24,58,5
4550,-21,60,2
4551,-19,76,-3
4552,-19,77,-3
4553,-16,66,-1
4554,-16,61,-1
4555,-16,56,0
4556,-16,53,0
4557,-15,51,0
4558,-13,47,-1
4559,-13,46,1
4560,-13,47,2
4561,-14,53,1
4562,-18,67,-3
4563,-19,71,-3
4564,-20,78,-4
4565,-19,86,-5
4566,-14,93,-7
4567,-14,86,-6
4568,-17,62,8
4569,-17,53,20
4570,-21,42,53
4571,-12,55,68
4572,21,89,30
4573,12,76,23
4574,-5,61,12
4575,-20,58,7
4576,-24,58,6
4577,-20,53,4
4578,-19,51,1
4579,-15,45,-1
4580,-14,45,-1
4581,-15,45,3
4582,-16,44,3
4583,-17,45,6
4584,-18,48,6
4585,-24,65,3
4586,-30,82,5
4587,-48,119,18
4588,-39,95,12
4589,-32,44,22
4590,-33,51,12
4591,-20,48,8
4592,-24,59,3
4593,-25,70,0
4594,-17,87,-6
4595,-16,82,-3
4596,-14,64,0
4597,-15,58,1
4598,-15,48,2
4599,-13,46,1
4600,-12,48,0
4601,-13,49,1
4602,-13,51,2
4603,-14,51,1
4604,-15,54,2
4605,-16,58,1
4606,-17,67,0
4607,-18,73,-1
4608,-19,82,1
4609,-20,84,3
4610,-13,89,-1
4611,-17,78,4
4612,-25,64,11
4613,-32,53,23
4614,-32,51,24
4615,-22,55,22
4616,-16,60,18
4617,-6,67,14
4618,-5,67,14
4619,-9,57,14
4620,-10,56,14
4621,-11,56,15
4622,-11,52,15
4623,-9,48,13
4624,-9,45,12
4625,-11,49,12
4626,-10,50,12
4627,-14,47,11
4628,-23,52,9
4629,-28,56,12
4630,-33,64,11
4631,-31,70,7
4632,-30,93,3
4633,-30,95,2
4634,-29,48,20
4635,-29,53,14
4636,-32,57,12
4637,-24,57,9
4638,-19,77,1
4639,-17,88,-1
4640,-15,77,6
4641,-10,71,6
4642,-11,61,5
4643,-11,55,8
4644,-10,49,5
4645,-10,47,5
4646,-10,46,7
4647,-11,46,4
4648,-13,47,2
4649,-16,57,5
4650,-18,63,10
4651,-16,67,1
4652,-16,72,-1
4653,-17,84,2
4654,-19,90,4
4655,-15,102,0
4656,-13,85,5
4657,-17,56,15
4658,-16,47,19
4659,-19,43,23
4660,-16,59,26
4661,-11,70,22
4662,-7,75,16
4663,-3,56,14
4664,-9,57,13
4665,-10,55,12
4666,-11,55,11
4667,-11,53,12
4668,-10,50,13
4669,-10,50,14
4670,-11,49,14
4671,-12,48,14
4672,-16,47,14
4673,-19,50,14
4674,-25,69,12
4675,-28,81,12
4676,-26,100,7
4677,-25,94,13
4678,-22,53,13
4679,-22,38,17
4680,-30,49,11
4681,-30,54,11
4682,-23,65,5
4683,-19,82,-2
4684,-18,77,-1
4685,-15,62,3
4686,-16,60,3
4687,-15,50,4
4688,-15,50,3
4689,-15,50,2
4690,-15,51,3
4691,-12,54,3
4692,-12,55,1
4693,-12,62,-1
4694,-13,65,0
4695,-16,65,0
4696,-17,69,0
4697,-18,81,0
4698,-19,85,0
4699,-18,86,0
4700,-19,61,11
4701,-19,48,14
4702,-18,42,25
4703,-18,50,30
4704,-9,74,23
4705,-3,79,17
4706,-3,63,15
4707,-7,58,14
4708,-15,59,10
4709,-18,58,8
4710,-18,52,8
4711,-16,50,8
4712,-12,48,8
4713,-13,49,9
4714,-14,57,8
4715,-16,55,8
4716,-22,51,13
4717,-23,56,14
4718,-23,57,13
4719,-29,75,11
4720,-29,85,3
4721,-32,80,4
4722,-31,70,3
4723,-33,51,9
4724,-29,50,8
4725,-21,55,1
4726,-19,63,-2
4727,-20,77,-5
4728,-18,76,-4
4729,-16,62,-2
4730,-16,58,0
4731,-15,55,1
4732,-15,53,2
4733,-16,50,1
4734,-17,51,1
4735,-17,53,1
4736,-17,55,1
4737,-18,63,-1
4738,-16,67,-3
4739,-15,66,-3
4740,-13,70,-3
4741,-13,72,-2
4742,-12,81,-1
4743,-10,85,-1
4744,-11,66,8
4745,-11,56,11
4746,-13,44,31
4747,-18,52,50
4748,-10,77,33
4749,0,77,18
4750,-1,71,6
4751,-6,64,5
4752,-16,53,7
4753,-16,53,7
4754,-17,60,4
4755,-16,58,2
4756,-12,51,4
4757,-15,47,10
4758,-17,50,12
4759,-19,56,13
4760,-19,55,14
4761,-22,60,12
4762,-23,64,10
4763,-25,70,14
4764,-29,74,14
4765,-25,81,6
4766,-26,72,7
4767,-36,53,9
4768,-36,54,9
4769,-25,54,3
4770,-20,58,-1
4771,-18,75,-5
4772,-17,80,-5
4773,-16,65,-1
4774,-15,56,1
4775,-14,55,0
4776,-16,52,1
4777,-15,51,0
4778,-14,54,-1
4779,-13,55,0
4780,-13,58,-1
4781,-14,61,-2
4782,-15,62,-2
4783,-16,63,-1
4784,-15,69,2
4785,-15,72,3
4786,-13,82,3
4787,-12,87,4
4788,-11,70,17
4789,-11,62,20
4790,-8,50,27
4791,-7,50,27
4792,-9,69,22
4793,-11,72,14
4794,-11,67,13
4795,-13,64,13
4796,-13,64,12
4797,-14,57,9
4798,-13,54,8
4799,-13,49,8
4800,-12,48,8
4801,-13,49,8
4802,-14,49,9
4803,-16,48,9
4804,-18,47,10
4805,-25,55,11
4806,-30,60,11
4807,-34,67,10
4808,-35,68,13
4809,-37,86,10
4810,-33,69,11
4811,-29,51,11
4812,-23,62,8
4813,-20,70,6
4814,-13,77,1
4815,-15,77,1
4816,-16,77,0
4817,-16,78,1
4818,-12,66,1
4819,-11,61,1
4820,-12,54,4
4821,-12,51,5
4822,-10,48,7
4823,-10,49,7
4824,-7,50,8
4825,-7,52,6
4826,-6,61,6
4827,-8,60,7
4828,-14,67,7
4829,-17,76,9
4830,-17,78,8
4831,-17,89,4
4832,-16,101,1
4833,-13,80,3
4834,-15,65,4
4835,-16,53,7
4836,-16,51,7
4837,-17,55,6
4838,-17,60,6
4839,-14,62,5
4840,-13,58,6
4841,-14,52,9
4842,-15,52,11
4843,-12,54,13
4844,-11,55,13
4845,-9,57,13
4846,-11,55,13
4847,-15,57,16
4848,-18,53,19
4849,-21,54,19
4850,-27,59,17
4851,-30,59,14
4852,-34,63,15
4853,-38,71,12
4854,-34,73,9
4855,-32,60,9
4856,-38,62,5
4857,-36,68,5
4858,-29,64,4
4859,-24,66,1
4860,-21,70,-2
4861,-20,71,-2
4862,-20,70,-3
4863,-19,65,-2
4864,-15,58,-1
4865,-8,55,-1
4866,-8,55,-1
4867,-14,54,0
4868,-17,53,0
4869,-26,53,3
4870,-28,54,3
4871,-26,56,3
4872,-28,55,5
4873,-30,53,5
4874,-29,56,4
4875,-30,69,2
4876,-31,76,0
4877,-31,84,-3
4878,-31,74,2
4879,-29,56,6
4880,-27,56,5
4881,-27,51,10
4882,-25,52,12
4883,-18,60,13
4884,-9,67,13
4885,-9,64,14
4886,-14,54,16
4887,-13,55,16
4888,-12,56,14
4889,-11,56,13
4890,-11,55,12
4891,-12,53,13
4892,-12,49,12
4893,-12,50,11
4894,-14,53,11
4895,-16,52,11
4896,-16,56,13
4897,-19,61,17
4898,-24,65,22
4899,-29,74,22
4900,-34,99,16
4901,-32,81,21
4902,-28,56,16
4903,-29,65,10
4904,-26,66,7
4905,-22,68,2
4906,-20,70,1
4907,-18,65,0
4908,-18,59,0
4909,-17,58,-3
4910,-17,59,-4
4911,-19,60,-3
4912,-18,61,-4
4913,-16,55,-5
4914,-14,54,-5
4915,-15,58,-5
4916,-17,55,-1
4917,-17,60,1
4918,-16,66,0
4919,-11,72,1
4920,-8,74,2
4921,-5,88,7
4922,-5,81,34
4923,-6,69,57
4924,8,59,54
4925,18,57,35
4926,6,62,21
4927,-6,69,18
4928,-16,70,11
4929,-17,67,10
4930,-17,59,7
4931,-15,57,5
4932,-15,51,5
4933,-12,50,6
4934,-11,47,7
4935,-11,45,8
4936,-12,47,11
4937,-13,49,12
4938,-17,56,10
4939,-25,59,11
4940,-29,60,13
4941,-29,60,11
4942,-27,63,9
4943,-30,84,11
4944,-37,101,6
4945,-38,64,12
4946,-34,57,11
4947,-39,60,8
4948,-32,54,7
4949,-21,59,0
4950,-18,65,-4
4951,-22,73,-2
4952,-19,77,-2
4953,-12,67,-2
4954,-10,64,-1
4955,-9,60,-1
4956,-12,55,-2
4957,-16,54,-1
4958,-16,52,0
4959,-16,51,-1
4960,-15,53,0
4961,-15,56,-1
4962,-18,64,-3
4963,-19,67,0
4964,-14,75,-3
4965,-13,78,-6
4966,-10,85,0
4967,-9,83,4
4968,-13,67,12
4969,-13,58,19
4970,-16,48,41
4971,-19,56,53
4972,-5,81,34
4973,6,72,24
4974,-13,69,19
4975,-17,59,11
4976,-18,60,9
4977,-18,58,6
4978,-18,56,5
4979,-14,48,4
4980,-13,44,3
4981,-14,41,5
4982,-14,45,7
4983,-13,46,10
4984,-12,46,10
4985,-17,58,11
4986,-26,67,10
4987,-42,78,7
4988,-40,84,8
4989,-34,84,11
4990,-37,74,7
4991,-35,45,14
4992,-39,47,8
4993,-37,57,4
4994,-23,67,-4
4995,-22,73,-6
4996,-21,68,-3
4997,-21,61,0
4998,-17,56,-1
4999,-18,56,-1
5000,-15,54,-1
5001,-17,54,-1
5002,-14,56,-4
5003,-13,54,-4
5004,-18,61,-1
5005,-17,66,-2
5006,-22,69,1
5007,-19,70,0
5008,-16,78,-3
5009,-13,80,-3
5010,-11,82,2
5011,-14,67,9
5012,-13,60,15
5013,-14,44,32
5014,-17,42,47
5015,-8,72,44
5016,7,84,30
5017,19,70,16
5018,9,63,15
5019,-13,59,15
5020,-19,58,15
5021,-19,59,7
5022,-16,58,6
5023,-11,50,4
5024,-11,46,4
5025,-11,38,8
5026,-13,39,8
5027,-15,45,8
5028,-17,54,5
5029,-21,63,5
5030,-29,91,6
5031,-35,100,10
5032,-47,84,10
5033,-39,59,21
5034,-31,57,18
5035,-34,61,17
5036,-24,53,9
5037,-26,63,5
5038,-22,80,-1
5039,-17,82,-4
5040,-15,60,0
5041,-18,59,2
5042,-17,58,3
5043,-14,57,2
5044,-12,55,-1
5045,-13,55,-1
5046,-14,57,-1
5047,-15,61,-2
5048,-15,61,-2
5049,-14,57,2
5050,-12,61,2
5051,-11,70,6
5052,-10,70,6
5053,-8,80,8
5054,-9,87,9
5055,-9,82,11
5056,-10,73,14
5057,-13,56,22
5058,-14,51,28
5059,-14,62,32
5060,-14,71,30
5061,-8,75,16
5062,-8,73,10
5063,-9,61,10
5064,-5,58,7
5065,-3,51,4
5066,-4,52,0
5067,-2,53,-1
5068,-8,49,-5
5069,-17,52,-6
5070,-27,52,8
5071,-24,57,8
5072,-18,50,18
5073,-20,46,21
5074,-27,48,3
5075,-25,51,-7
5076,-40,60,-19
5077,-52,67,-20
5078,-33,75,-8
5079,-7,78,-7
5080,11,75,0
5081,12,72,-8
5082,11,69,-20
5083,7,67,-29
5084,1,62,-37
5085,-8,61,-31
5086,-11,61,-28
5087,-11,58,-26
5088,-3,55,-30
5089,-10,54,-23
5090,-11,53,-25
5091,-12,54,-28
5092,-14,54,-28
5093,-19,54,-24
5094,-21,56,-21
5095,-23,57,-17
5096,-24,53,-14
5097,-27,55,-14
5098,-27,55,-14
5099,-23,60,-13
5100,-22,66,-14
5101,-14,71,-16
5102,-7,78,-23
5103,-9,73,-25
5104,3,60,-24
5105,16,57,-24
5106,27,53,-19
5107,20,54,-21
5108,-1,59,-14
5109,1,68,-5
5110,6,59,-15
5111,0,62,-17
5112,-16,64,-12
5113,-21,64,-8
5114,-18,61,-3
5115,-17,61,-3
5116,-12,65,9
5117,-7,62,11
5118,-12,59,10
5119,-19,56,13
5120,-28,52,14
5121,-33,58,18
5122,-32,63,17
5123,-29,75,17
5124,-33,76,16
5125,-30,65,10
5126,-19,54,8
5127,-15,46,10
5128,-18,47,9
5129,-20,67,8
5130,-21,82,9
5131,-23,89,9
5132,-22,85,8
5133,-13,73,0
5134,-11,67,-1
5135,-12,55,-3
5136,-17,52,-2
5137,-26,52,1
5138,-28,51,4
5139,-27,47,7
5140,-18,45,6
5141,-15,45,5
5142,-11,49,9
5143,-11,57,12
5144,-13,79,16
5145,-11,86,11
5146,-10,98,10
5147,-11,95,15
5148,-17,75,23
5149,-21,69,23
5150,-19,61,23
5151,-14,63,19
5152,-13,73,14
5153,-15,69,12
5154,-21,58,7
5155,-21,56,7
5156,-19,54,7
5157,-17,48,8
5158,-16,46,8
5159,-14,44,7
5160,-13,44,9
5161,-16,47,14
5162,-17,46,19
5163,-16,47,21
5164,-15,56,22
5165,-16,75,23
5166,-17,78,22
5167,-21,83,19
5168,-24,88,19
5169,-19,67,17
5170,-18,60,15
5171,-22,56,12
5172,-27,55,5
5173,-27,59,2
5174,-27,72,-3
5175,-25,74,-3
5176,-21,68,-2
5177,-19,66,-1
5178,-16,64,-3
5179,-16,64,-4
5180,-15,63,-4
5181,-15,62,-4
5182,-14,62,-4
5183,-14,63,-3
5184,-14,64,-1
5185,-14,63,-1
5186,-13,62,-2
5187,-13,64,-2
5188,-13,72,1
5189,-13,78,3
5190,-15,80,17
5191,-16,68,30
5192,-13,47,39
5193,6,56,30
5194,13,65,27
5195,7,80,21
5196,-1,79,19
5197,-12,67,14
5198,-16,65,11
5199,-19,62,6
5200,-19,59,4
5201,-19,56,1
5202,-20,54,1
5203,-20,48,2
5204,-20,45,3
5205,-21,47,4
5206,-21,47,5
5207,-20,52,13
5208,-21,57,15
5209,-19,62,16
5210,-18,65,19
5211,-16,83,15
5212,-18,90,16
5213,-21,76,20
5214,-28,55,24
5215,-28,51,22
5216,-30,51,13
5217,-29,57,8
5218,-23,70,0
5219,-23,77,-1
5220,-17,76,-2
5221,-16,71,-1
5222,-18,69,-1
5223,-18,68,-1
5224,-17,63,-1
5225,-17,60,-2
5226,-15,58,-4
5227,-15,58,-3
5228,-13,63,-2
5229,-13,68,-1
5230,-12,67,1
5231,-13,67,10
5232,-14,73,23
5233,-1,87,21
5234,8,78,20
5235,8,53,18
5236,2,53,18
5237,-7,58,15
5238,-9,60,10
5239,-14,73,9
5240,-16,76,12
5241,-17,68,18
5242,-18,64,19
5243,-17,61,16
5244,-17,60,14
5245,-16,56,12
5246,-16,56,12
5247,-17,55,14
5248,-20,57,18
5249,-20,56,20
5250,-19,52,23
5251,-20,53,22
5252,-22,59,21
5253,-22,59,20
5254,-25,68,16
5255,-27,75,14
5256,-24,69,14
5257,-23,57,14
5258,-24,58,11
5259,-25,62,9
5260,-25,71,2
5261,-24,77,-2
5262,-21,87,-2
5263,-17,81,0
5264,-16,73,4
5265,-14,73,7
5266,-12,65,8
5267,-13,61,6
5268,-13,59,7
5269,-12,54,10
5270,-11,53,11
5271,-5,53,12
5272,-1,51,13
5273,-1,51,16
5274,0,56,16
5275,-4,73,18
5276,-6,82,17
5277,-7,98,11
5278,-8,96,11
5279,-12,75,14
5280,-13,69,15
5281,-16,62,15
5282,-18,66,12
5283,-15,74,7
5284,-14,63,5
5285,-14,59,4
5286,-16,57,6
5287,-17,54,7
5288,-17,51,7
5289,-16,50,7
5290,-17,46,10
5291,-17,46,11
5292,-19,50,13
5293,-22,52,17
5294,-26,53,20
5295,-26,56,19
5296,-28,61,20
5297,-25,62,18
5298,-21,87,10
5299,-18,99,9
5300,-16,66,14
5301,-18,71,16
5302,-14,72,13
5303,-15,69,6
5304,-17,71,4
5305,-16,76,3
5306,-16,75,4
5307,-12,70,5
5308,-12,66,4
5309,-12,59,4
5310,-11,58,5
5311,-10,54,6
5312,-9,52,5
5313,-9,50,6
5314,-8,50,7
5315,-8,53,6
5316,-10,55,5
5317,-12,64,5
5318,-13,68,6
5319,-13,75,5
5320,-14,79,3
5321,-16,94,-1
5322,-17,82,-2
5323,-17,70,0
5324,-15,57,3
5325,-16,55,5
5326,-19,63,9
5327,-18,67,10
5328,-16,61,10
5329,-17,56,11
5330,-18,53,13
5331,-18,54,14
5332,-14,56,10
5333,-13,56,10
5334,-20,53,18
5335,-24,53,20
5336,-23,52,20
5337,-23,48,17
5338,-22,56,13
5339,-21,59,10
5340,-26,59,10
5341,-29,60,10
5342,-31,64,11
5343,-39,83,11
5344,-40,95,6
5345,-29,53,7
5346,-23,46,3
5347,-8,62,4
5348,-11,63,7
5349,-22,78,1
5350,-24,84,-1
5351,-15,76,3
5352,-10,72,-2
5353,-7,66,-1
5354,-9,64,2
5355,-15,59,5
5356,-14,57,4
5357,-8,54,5
5358,-7,53,5
5359,-8,53,5
5360,-10,57,4
5361,-10,57,4
5362,-10,65,6
5363,-11,73,6
5364,-15,84,9
5365,-16,89,8
5366,-20,82,12
5367,-23,69,13
5368,-26,55,19
5369,-22,54,16
5370,-14,65,9
5371,-11,70,6
5372,-14,71,5
5373,-17,60,8
5374,-20,54,9
5375,-20,53,10
5376,-15,51,9
