mean_value,standard_deviation,coefficient_of_variation,abs_mean_value,num_of_zero_crossings,amplitude,AC_velocity,sum_per_component,mean_crossing_rate,entropy,IQR,skewness,kurtosis,f_energy,f_entropy,f_bin_1,f_bin_2,f_bin_3,f_bin_4,f_bin_5,f_bin_6,f_bin_7,f_bin_8,f_bin_9,f_bin_10,f_skewness,f_kurtosis,f_max_1,f_max_2,f_max_3,f_max_4,f_max_5,f_max_6,f_max_7,f_max_8,f_max_9,f_max_10,subject,tag,position,height,weight,gender,age,direction
2.1250362580715887e-17,0.14680342441067598,6908278569509962.0,0.1042787106684618,26.0,1.0774627198436237,-0.1261139015425504,0.6394860156026702,26.0,2.4596613526181352,0.17116668234239163,2.166638346672157,8.836048687233019,10.948393484898386,4.26411798870583,0.0671716923678173,0.11310912441159668,0.4345302713848112,0.11879855629521874,0.15943912950490466,0.03291034641254642,0.044055894525084995,0.012963319254735005,0.008034081716226686,0.008987584127058293,3.4398098808098325,13.412732416317933,2.234375,2.03125,4.265625,3.453125,1.21875,1.421875,6.09375,0.609375,3.25,5.484375,1,0,1,180.0,82.0,0.0,25.0,0.0
-3.469446951953614e-18,0.1552302464080919,-4.474207231232723e+16,0.10190037613420164,36.0,1.073410781368997,-0.19140939121758715,0.6930727814167337,28.0,2.3520100965341677,0.1444686973904272,2.6170146643847834,9.959200819940023,12.241309593027815,4.361919201105065,0.0628564525543289,0.09404477739005743,0.23725235749107795,0.16671360207710736,0.22513929385755838,0.03443410356861862,0.030047468690964908,0.038030085017855986,0.018986676814251376,0.09249518253817893,2.561092563087732,7.272067084627867,4.265625,3.046875,2.234375,2.03125,1.015625,4.0625,0.8125,3.25,10.359375,1.21875,1,0,1,180.0,82.0,0.0,25.0,0.0
-1.0408340855860843e-17,0.13937436586641552,-1.3390641966527746e+16,0.09051226760475015,36.0,0.9541144512669177,-0.1625834471465759,0.6081823030468843,26.0,2.3394248334055505,0.12245370487754183,2.517377316523166,8.753652179584982,9.867943600384331,4.414367674607556,0.0043260920295274796,0.09071541122236995,0.2358314163359263,0.3708320489951816,0.1920177286124427,0.02101528901469533,0.0026639129163706253,0.03328682435413506,0.01450505635812226,0.034806220161228876,2.694654219687409,7.103636121287842,4.265625,3.046875,2.234375,2.03125,3.25,3.453125,3.859375,3.65625,1.21875,1.625,1,0,1,180.0,82.0,0.0,25.0,0.0
-3.903127820947816e-18,0.17078250296482053,-4.375529339527204e+16,0.11924244699991254,26.0,1.2343711571293314,-0.18843940069740467,0.775479139773897,24.0,2.395935057607673,0.16866908100252767,2.3276922265945053,7.702932706841898,14.817568095638126,4.295938760310438,0.04625546524797113,0.318006685624937,0.2088704660062464,0.04044724707586265,0.22642419314509338,0.05503860508869148,0.05481357771907727,0.005511754865037468,0.023450325106818277,0.02118168012026478,2.9869116953172425,9.453836513374268,1.625,4.265625,2.234375,1.421875,2.03125,2.84375,5.890625,6.09375,1.828125,4.0625,1,0,1,180.0,82.0,0.0,25.0,0.0
-6.938893903907228e-18,0.22362683047700438,-3.2228022733001024e+16,0.16858515381097083,30.0,0.9902136599724948,-0.2387791027093291,1.0687367830094932,12.0,2.346186760730787,0.18325052439965644,1.4568993717257277,1.0094020995419148,25.40571683552867,4.252771990427111,0.7598783079408614,0.017428488092521784,0.09696245186944813,0.042333408489610896,0.0180632339098686,0.005439323359791829,0.03854471523462742,0.0038340373866176097,0.002417566365779404,0.01509846735087311,6.11740202787404,43.97195965028535,0.0,0.203125,2.03125,2.234375,6.09375,3.859375,3.25,1.828125,4.46875,6.296875,1,0,1,180.0,82.0,0.0,25.0,0.0
2.168404344971009e-17,0.15130140272909307,6977545635342099.0,0.10261621229317039,34.0,1.0853626512217764,-0.13045721530235416,0.6356447219764239,24.0,2.373347264526305,0.1443036871394588,2.537474527805897,9.77318827151166,11.629881764265386,4.39477552837123,0.19600720706035293,0.15342639109657094,0.23041595446865537,0.03060066713862136,0.0822296534970641,0.1649837457660715,0.09264291646535161,0.007854081150963895,0.015105776731806568,0.026733606624541596,3.3022571086284005,12.267144982842398,2.03125,0.8125,1.015625,5.890625,6.09375,4.265625,5.484375,3.859375,5.28125,1.828125,1,0,1,180.0,82.0,0.0,25.0,0.0
-2.42861286636753e-17,0.1509114834813237,-6213896235633537.0,0.1118913904498192,26.0,0.8994465305948101,-0.17279845918057218,0.7236483813950665,12.0,2.3938846378019107,0.15115627283163943,1.667393804957283,3.1828862506707205,11.570034729470247,4.236268672000725,0.6579375146617116,0.1460148192783918,0.0859736783347212,0.019726039605012763,0.024143633407065494,0.03622421876321541,0.01871691225903637,0.0032974034710727567,0.0013360674244983896,0.00662971279527435,4.222597560784989,18.84517677285418,0.609375,0.8125,0.40625,1.015625,2.234375,5.28125,1.21875,4.46875,2.03125,3.859375,1,0,1,180.0,82.0,0.0,25.0,0.0
-1.214306433183765e-17,0.12314414571946862,-1.0141109554743898e+16,0.08689015719182006,30.0,0.7855435777499735,-0.1495865626235122,0.5773534903370877,20.0,2.426176493105598,0.13156838674457716,2.062858004378288,6.384106212457869,7.7038991608659275,4.274303566883709,0.24445287382516337,0.19473934326546763,0.24502350959981145,0.08046958857921373,0.13068087041103643,0.03457094845005389,0.032155444221669625,0.012230416093871868,0.011250472308510923,0.014426533245200965,3.664976801670481,14.781732269184793,0.8125,2.234375,1.015625,4.46875,3.859375,4.0625,3.046875,0.609375,5.28125,2.03125,1,0,1,180.0,82.0,0.0,25.0,0.0
-3.469446951953614e-18,0.14199333981900297,-4.092679374706906e+16,0.09616721090418145,33.0,0.8926039740241845,0.03056037041113832,0.5039989471701856,16.0,2.3607819731061426,0.13112039330101583,2.2025709039467145,6.612327547615594,10.242894907423835,4.2744683462635855,0.0566557574461304,0.0989990158576866,0.1778774573193549,0.15704004615385625,0.352367565565199,0.05934313903168376,0.021693506796606643,0.011205774804261912,0.013621194840397222,0.051196542184823356,3.0711481094645072,10.26852474955906,4.671875,2.03125,1.015625,4.46875,3.046875,3.859375,5.890625,0.8125,10.5625,4.265625,1,0,1,180.0,82.0,0.0,25.0,0.0
2.0816681711721685e-17,0.2322890128665667,1.1158791592406722e+16,0.16021007079165062,20.0,1.2135357469215278,-0.025416014472290138,0.8141425168311855,10.0,2.31723315391355,0.18155364886816366,2.1011467443923584,4.882003023404807,27.411875686905386,3.965942527225854,0.48078359201061865,0.23471138685666165,0.19920105614930408,0.005893477732273955,0.06584628446883764,0.004544809131206963,0.0008100413050295335,0.001382768021907973,0.0022246170954021453,0.004601967228757471,3.223400030357054,10.207662164546624,0.0,0.609375,1.21875,2.03125,0.40625,2.4375,1.828125,0.203125,1.015625,2.640625,1,0,1,180.0,82.0,0.0,25.0,0.0
-1.0408340855860843e-17,0.12677921794779273,-1.2180540559104048e+16,0.09230915281784993,22.0,0.8837906219703482,-0.11219004780299607,0.5666351078293341,22.0,2.4414558742285846,0.14352937153866446,1.948253093219688,6.098293241248868,8.165337137442595,4.213082322327074,0.28340411581346286,0.4149978022516148,0.2568671540353217,0.013134670658228617,0.006931473745802482,0.005579519027369083,0.010146754426646157,0.004120485068769241,0.0025946565831979854,0.0022233683895869338,4.645259114954054,22.826538488001507,1.015625,0.8125,2.03125,1.21875,0.609375,2.234375,1.828125,3.25,1.421875,6.296875,1,0,1,180.0,82.0,0.0,25.0,0.0
-3.469446951953614e-17,0.13034771800374417,-3757017179073643.0,0.08873921403938934,34.0,0.9750916677210293,-0.14309018705183602,0.5799601638611371,18.0,2.3468073779770044,0.11449610632329266,2.1556528087127074,7.214298273519228,8.631574044976276,4.249388217528798,0.10365286507043063,0.054166817337421395,0.1711751436850185,0.10056270595188478,0.34118928052706887,0.12863292775645227,0.029398696222074944,0.025482927817440194,0.014993820956053472,0.030744814676154975,3.0073142357742606,9.893802024862165,4.46875,4.265625,2.234375,5.6875,3.453125,0.203125,0.40625,3.046875,5.484375,1.21875,1,0,1,180.0,82.0,0.0,25.0,0.0
